4046,4225,4770,AveragePrice,Date,Large Bags,Small Bags,Total Bags,Total Volume,Unnamed: 0,XLarge Bags,region,type,year
846254.19,207289.25,32907.88,0.62,2019-03-17,90775.61,605960.84,707510.7,1793962.02,,10774.25,Dallas,Conventional,2019
187857.08,190286.18,18581.01,0.97,2019-03-17,503556.78,175793.84,679994.54,1076718.81,,643.92,Denver,Conventional,2019
107125.11,122403.65,179871.28,0.94,2019-03-17,30288.7,238630.0,292780.35,702180.39,,23861.65,Detroit,Conventional,2019
5349.67,137505.83,168362.63,0.96,2019-03-17,4103.61,23429.71,65006.58,376224.71,,37473.26,Grand Rapids,Conventional,2019
722556.02,1583438.48,672377.94,0.95,2019-03-17,519710.07,1446699.77,2101237.61,5079610.05,,134827.77,Great Lakes,Conventional,2019
69314.35,171039.44,593.55,1.06,2019-03-17,18252.72,102275.65,121046.15,361993.49,,517.78,Harrisburg,Conventional,2019
7741.1,275053.87,2128.25,1.33,2019-03-17,15446.91,60353.35,77515.82,362439.04,,1715.56,Hartford,Conventional,2019
825651.16,120400.11,23967.11,0.54,2019-03-17,596232.15,289731.16,885972.2,1855990.58,,8.89,Houston,Conventional,2019
39024.7,96271.15,5590.6,0.88,2019-03-17,21819.07,107746.9,129701.36,270587.81,,135.39,Indianapolis,Conventional,2019
116015.05,9363.33,1064.72,0.94,2019-03-17,109634.32,66425.11,176069.43,302512.53,,10.0,Jacksonville,Conventional,2019
92549.33,90275.43,8350.91,1.03,2019-03-17,69375.25,118416.02,187801.27,378976.94,,10.0,Las Vegas,Conventional,2019
1091517.79,367614.85,116155.5,0.91,2019-03-17,100598.56,2064371.9,2323593.95,3898882.09,,158623.49,Los Angeles,Conventional,2019
31960.25,26536.05,390.61,0.93,2019-03-17,28214.48,51460.89,81107.49,139994.4,,1432.12,Louisville,Conventional,2019
580727.82,54897.21,4439.56,0.94,2019-03-17,458009.52,164567.84,622587.36,1262651.95,,10.0,Miami,Conventional,2019
1426123.62,1101578.18,35622.39,0.95,2019-03-17,319998.67,1715741.24,2062232.1,4625556.29,,26492.19,Midsouth,Conventional,2019
138675.17,8460.09,473.04,0.85,2019-03-17,43928.93,116654.11,160600.11,308208.41,,17.07,Nashville,Conventional,2019
202177.06,22703.75,6381.46,0.89,2019-03-17,52328.23,99126.6,154538.17,385800.44,,3083.34,New Orleans,Conventional,2019
50779.45,1124094.78,14560.42,1.24,2019-03-17,248853.39,497902.57,747048.18,1936482.83,,292.22,New York,Conventional,2019
274253.16,3344355.47,25783.13,1.23,2019-03-17,622262.77,1184422.08,1822731.52,5467123.28,,16046.67,Northeast,Conventional,2019
9842.15,411133.03,379.87,1.28,2019-03-17,25484.81,26378.46,55608.82,476963.87,,3745.55,Northern New England,Conventional,2019
307825.97,21727.2,3915.0,0.93,2019-03-17,198896.61,136822.07,335725.35,669193.52,,6.67,Orlando,Conventional,2019
41447.67,297507.08,2632.16,1.19,2019-03-17,73778.27,166254.86,241145.35,582732.26,,1112.22,Philadelphia,Conventional,2019
627939.43,268448.85,19466.66,0.76,2019-03-17,213407.61,259275.38,472754.69,1388609.63,,71.7,Phoenix,Conventional,2019
31152.35,23811.89,1751.59,1.13,2019-03-17,30864.85,49721.49,80586.34,137302.17,,0.0,Pittsburgh,Conventional,2019
1349707.72,563261.36,23102.36,0.9,2019-03-17,138465.05,660394.72,815722.66,2751794.1,,16862.89,Plains,Conventional,2019
74684.38,251372.52,27689.06,1.06,2019-03-17,292433.65,144184.6,441762.31,795508.27,,5144.06,Portland,Conventional,2019
207744.04,70560.5,7257.67,0.86,2019-03-17,13049.57,226740.02,239802.92,525365.13,,13.33,Raleigh,Conventional,2019
129056.63,88033.83,2103.25,0.77,2019-03-17,27739.93,150832.93,184281.74,403475.45,,5708.88,Richmond,Conventional,2019
79941.32,42424.28,119.29,0.85,2019-03-17,27194.82,82180.68,112973.27,235458.16,,3597.77,Roanoke,Conventional,2019
168450.11,234124.9,3859.32,1.22,2019-03-17,2649.84,87236.51,102336.14,508770.47,,12449.79,Sacramento,Conventional,2019
123614.3,152808.52,17043.08,0.89,2019-03-17,35722.73,442591.12,478320.52,771786.42,,6.67,San Diego,Conventional,2019
351444.88,489391.98,9685.73,1.28,2019-03-17,3657.87,124311.43,141284.19,991806.78,,13314.89,San Francisco,Conventional,2019
93280.04,203963.29,1519.0,1.2,2019-03-17,274749.35,107519.07,385888.94,684651.27,,3620.52,Seattle,Conventional,2019
279985.36,52867.14,2753.2,0.94,2019-03-17,49683.11,195336.05,245033.29,580638.99,,14.13,South Carolina,Conventional,2019
3929342.32,978099.17,256562.78,0.66,2019-03-17,1117989.15,2204928.84,3358392.18,8522396.45,,35474.19,South Central,Conventional,2019
3075750.71,301233.03,23051.54,0.93,2019-03-17,1608758.49,1563726.86,3194142.93,6594178.21,,21657.58,Southeast,Conventional,2019
23158.93,32168.62,31.0,1.09,2019-03-17,47423.85,16263.75,65077.39,120435.94,,1389.79,Spokane,Conventional,2019
102243.66,9011.41,616.94,1.0,2019-03-17,56103.38,58725.55,114835.6,226707.61,,6.67,St. Louis,Conventional,2019
4554.39,48233.11,106.18,1.18,2019-03-17,17283.74,14153.9,32503.19,85396.87,,1065.55,Syracuse,Conventional,2019
326777.6,28654.12,2666.8,0.92,2019-03-17,265757.11,123222.4,388986.18,747084.7,,6.67,Tampa,Conventional,2019
15417243.07,11325570.49,1404434.49,0.94,2019-03-17,6718343.2,13377154.27,20597427.49,48744675.54,,501930.02,Total U.S.,Conventional,2019
2235132.9,1653735.09,191672.85,0.98,2019-03-17,2241539.1,1471926.86,3744030.24,7824571.08,,30564.28,West,Conventional,2019
473282.08,118910.13,113057.18,0.81,2019-03-17,65596.92,234750.75,300374.34,1005623.73,,26.67,West Tex/New Mexico,Conventional,2019
106.78,502.37,0.0,1.26,2019-03-17,0.0,4587.17,4587.17,5196.32,,0.0,Albany,Organic,2019
114.9,4245.64,0.0,1.37,2019-03-17,1885.53,9082.56,10968.09,15328.63,,0.0,Atlanta,Organic,2019
1021.28,4856.08,39.88,1.32,2019-03-17,1066.27,43861.71,44927.98,50845.22,,0.0,Baltimore,Organic,2019
0.0,1414.26,0.0,1.39,2019-03-17,1519.8,1868.67,3388.47,4802.73,,0.0,Boise,Organic,2019
31.73,2331.67,0.0,1.39,2019-03-17,13760.1,19066.58,32826.68,35190.08,,0.0,Boston,Organic,2019
251.47,167.51,0.0,1.15,2019-03-17,6232.45,10296.84,16529.29,16948.27,,0.0,Buffalo,Organic,2019
35487.91,66174.57,0.0,1.54,2019-03-17,70.06,148181.62,148251.68,249914.16,,0.0,California,Organic,2019
40.96,4799.43,62.99,1.33,2019-03-17,4.04,12500.94,12504.98,17408.36,,0.0,Charlotte,Organic,2019
584.72,12741.56,0.0,1.44,2019-03-17,656.44,44008.19,44664.63,57990.91,,0.0,Chicago,Organic,2019
92.82,2575.44,0.0,1.58,2019-03-17,2392.27,2971.25,5363.52,8031.78,,0.0,Cincinnati,Organic,2019
352.91,1138.94,0.0,1.36,2019-03-17,1009.58,5252.04,6261.62,7753.47,,0.0,Columbus,Organic,2019
8776.47,716.43,380.29,1.27,2019-03-17,10603.33,13451.83,24055.16,33928.35,,0.0,Dallas,Organic,2019
7813.82,1630.27,6.93,1.24,2019-03-17,299.12,34918.79,35217.91,44668.93,,0.0,Denver,Organic,2019
498.43,2371.31,0.0,1.49,2019-03-17,1544.8,4720.45,6265.25,9144.81,,0.0,Detroit,Organic,2019
28.01,984.15,0.0,1.28,2019-03-17,0.0,7552.23,7552.23,8564.39,,0.0,Grand Rapids,Organic,2019
4610.55,27617.3,0.0,1.39,2019-03-17,12825.29,123240.02,136065.31,168395.28,,0.0,Great Lakes,Organic,2019
719.25,285.93,0.0,1.22,2019-03-17,444.77,18999.18,19443.95,20449.13,,0.0,Harrisburg,Organic,2019
2652.32,13045.93,0.0,1.53,2019-03-17,70.42,9348.71,9419.13,25117.38,,0.0,Hartford,Organic,2019
5365.56,96.22,0.0,1.55,2019-03-17,106.67,25084.01,25190.68,30652.46,,0.0,Houston,Organic,2019
221.31,855.17,0.0,1.45,2019-03-17,1057.09,2622.58,3679.67,4756.15,,0.0,Indianapolis,Organic,2019
55.7,205.48,5.34,1.21,2019-03-17,0.0,3174.44,3174.44,3440.96,,0.0,Jacksonville,Organic,2019
2271.97,2254.19,0.0,1.53,2019-03-17,49.26,10116.67,10165.93,14692.09,,0.0,Las Vegas,Organic,2019
12810.11,27075.85,0.0,1.43,2019-03-17,67.91,75060.42,75128.33,115014.29,,0.0,Los Angeles,Organic,2019
9.7,1020.5,0.0,1.25,2019-03-17,122.54,1730.04,1852.58,2882.78,,0.0,Louisville,Organic,2019
729.14,0.0,0.0,1.15,2019-03-17,0.0,11268.09,11268.09,11997.23,,0.0,Miami,Organic,2019
1947.69,39893.94,293.86,1.36,2019-03-17,5189.23,138427.4,143616.63,185752.12,,0.0,Midsouth,Organic,2019
98.75,1516.05,0.0,1.42,2019-03-17,45.66,1704.88,1750.54,3365.34,,0.0,Nashville,Organic,2019
417.07,10.06,0.0,1.31,2019-03-17,0.0,910.0,910.0,1337.13,,0.0,New Orleans,Organic,2019
53792.89,40212.38,36.25,1.43,2019-03-17,1878.13,55549.29,57427.42,151468.94,,0.0,New York,Organic,2019
73649.17,83948.44,31.32,1.35,2019-03-17,36710.76,204267.99,240978.75,398607.68,,0.0,Northeast,Organic,2019
1.0,5683.98,0.0,1.33,2019-03-17,8150.37,17412.89,25563.26,31248.24,,0.0,Northern New England,Organic,2019
104.01,0.0,0.0,1.16,2019-03-17,0.0,8550.0,8550.0,8654.01,,0.0,Orlando,Organic,2019
7091.1,13315.32,0.0,1.28,2019-03-17,564.82,25832.54,26397.36,46803.78,,0.0,Philadelphia,Organic,2019
3868.56,3905.3,0.0,1.44,2019-03-17,128.13,14474.05,14602.18,22376.04,,0.0,Phoenix,Organic,2019
1054.41,6.79,0.0,1.25,2019-03-17,0.0,14618.28,14618.28,15679.48,,0.0,Pittsburgh,Organic,2019
11742.16,4787.48,353.91,1.17,2019-03-17,6449.08,49273.89,55722.97,72606.52,,0.0,Plains,Organic,2019
928.78,14409.58,0.0,1.48,2019-03-17,22549.21,3105.41,25722.17,41060.53,,67.55,Portland,Organic,2019
62.54,5388.07,37.36,1.65,2019-03-17,9.69,12523.13,12532.82,18020.79,,0.0,Raleigh,Organic,2019
30.47,2675.53,21.05,1.27,2019-03-17,1337.32,13986.09,15323.41,18050.46,,0.0,Richmond,Organic,2019
36.98,1786.27,0.0,1.21,2019-03-17,867.53,6509.85,7377.38,9200.63,,0.0,Roanoke,Organic,2019
2467.6,3646.21,0.0,1.56,2019-03-17,0.0,7614.68,7614.68,13728.49,,0.0,Sacramento,Organic,2019
923.19,9460.64,0.0,1.49,2019-03-17,0.0,12876.1,12876.1,23259.93,,0.0,San Diego,Organic,2019
13140.21,9673.85,0.0,1.79,2019-03-17,0.0,25772.98,25772.98,48587.04,,0.0,San Francisco,Organic,2019
2223.52,40738.27,2.63,1.73,2019-03-17,36304.91,3264.4,39661.26,82625.68,,91.95,Seattle,Organic,2019
73.02,4778.57,42.99,1.42,2019-03-17,935.92,13706.27,14642.19,19536.77,,0.0,South Carolina,Organic,2019
29176.65,5711.0,2102.43,1.36,2019-03-17,28747.64,81115.31,109862.95,146853.03,,0.0,South Central,Organic,2019
1735.05,14305.74,51.7,1.29,2019-03-17,4271.69,74172.83,78444.52,94537.01,,0.0,Southeast,Organic,2019
337.78,5755.24,0.0,1.66,2019-03-17,2783.55,1279.45,4063.0,10156.02,,0.0,Spokane,Organic,2019
6284.19,1480.21,0.0,1.54,2019-03-17,12.52,4820.93,4833.45,12597.85,,0.0,St. Louis,Organic,2019
114.99,167.29,0.0,1.15,2019-03-17,1668.22,5335.11,7003.33,7285.61,,0.0,Syracuse,Organic,2019
103.61,0.0,0.0,1.17,2019-03-17,0.0,7194.45,7194.45,7298.06,,0.0,Tampa,Organic,2019
189563.89,347779.5,3366.12,1.41,2019-03-17,170576.11,960590.8,1131334.38,1672146.01,,167.47,Total U.S.,Organic,2019
31214.71,105341.02,532.9,1.52,2019-03-17,76312.37,141911.75,218391.59,355480.22,,167.47,West,Organic,2019
2093.91,1952.62,1078.34,1.47,2019-03-17,1060.0,17277.98,18337.98,23462.85,,0.0,West Tex/New Mexico,Organic,2019
4257.15,139531.42,204.0,1.4,2019-03-24,3709.36,9962.35,13701.71,157694.28,,30.0,Albany,Conventional,2019
297452.34,31730.98,2784.72,0.99,2019-03-24,83366.71,289249.51,378319.07,710287.11,,5702.85,Atlanta,Conventional,2019
162292.03,491110.0,9894.34,1.27,2019-03-24,60297.55,261858.14,322202.36,985498.73,,46.67,Baltimore,Conventional,2019
40753.8,10001.12,13032.96,1.14,2019-03-24,34430.51,16633.85,51293.26,115081.14,,228.9,Boise,Conventional,2019
12895.79,647917.6,2548.91,1.32,2019-03-24,43592.93,128877.85,172475.22,835837.52,,4.44,Boston,Conventional,2019
9539.57,113176.82,304.72,1.08,2019-03-24,66696.25,36203.37,102906.28,225927.39,,6.66,Buffalo,Conventional,2019
1988492.65,2369351.95,184939.74,1.04,2019-03-24,147405.4,2168703.31,2529837.84,7072622.18,,213729.13,California,Conventional,2019
135260.99,54788.86,7105.56,1.06,2019-03-24,12402.96,111965.21,124390.88,321546.29,,22.71,Charlotte,Conventional,2019
133054.13,328451.17,40485.99,1.14,2019-03-24,71057.88,131311.23,206209.6,708200.89,,3840.49,Chicago,Conventional,2019
68821.2,29600.17,11858.06,0.8,2019-03-24,23052.11,253405.05,282049.52,392328.95,,5592.36,Cincinnati,Conventional,2019
69431.26,27529.45,2701.46,0.85,2019-03-24,27411.77,149010.54,176501.76,276163.93,,79.45,Columbus,Conventional,2019
811352.0,227814.51,40597.0,0.69,2019-03-24,183430.15,538299.24,727881.25,1807644.76,,6151.86,Dallas,Conventional,2019
186015.33,246551.33,15420.41,0.93,2019-03-24,386163.92,163310.83,550095.04,998082.11,,620.29,Denver,Conventional,2019
147247.55,50035.47,46589.98,0.93,2019-03-24,28527.8,293604.5,325397.74,569270.74,,3265.44,Detroit,Conventional,2019
5404.83,71259.4,45730.17,1.44,2019-03-24,4358.87,29579.82,39986.22,162380.62,,6047.53,Grand Rapids,Conventional,2019
863601.75,1058007.35,233518.0,0.97,2019-03-24,559696.4,1720523.61,2315532.42,4470659.52,,35312.41,Great Lakes,Conventional,2019
68214.93,203055.84,894.28,1.04,2019-03-24,15727.18,122114.98,137845.49,410010.54,,3.33,Harrisburg,Conventional,2019
9241.47,357569.92,2243.05,1.4,2019-03-24,9072.43,64523.67,73607.21,442661.65,,11.11,Hartford,Conventional,2019
652678.1,104665.8,85164.12,0.69,2019-03-24,449016.71,349816.65,798847.81,1641355.83,,14.45,Houston,Conventional,2019
55151.48,63686.74,5536.44,0.85,2019-03-24,24845.52,138551.52,163444.93,287819.59,,47.89,Indianapolis,Conventional,2019
94536.73,7666.64,1001.96,1.08,2019-03-24,87259.28,57232.12,144491.4,247696.73,,0.0,Jacksonville,Conventional,2019
90030.94,102811.29,9351.19,0.95,2019-03-24,112929.59,111693.86,224630.12,426823.54,,6.67,Las Vegas,Conventional,2019
995617.28,437175.5,122671.46,1.0,2019-03-24,96585.56,1486032.38,1737106.21,3292570.45,,154488.27,Los Angeles,Conventional,2019
26051.53,18731.61,252.26,1.04,2019-03-24,38295.29,42755.07,82579.25,127614.65,,1528.89,Louisville,Conventional,2019
463555.38,39545.9,4798.63,1.07,2019-03-24,345990.14,167339.36,513356.17,1021256.08,,26.67,Miami,Conventional,2019
1317058.4,1078881.62,37853.38,1.06,2019-03-24,398370.32,1329961.34,1741232.16,4175025.56,,12900.5,Midsouth,Conventional,2019
120146.21,8668.93,535.44,0.89,2019-03-24,53772.93,108017.62,161799.84,291150.42,,9.29,Nashville,Conventional,2019
186119.26,17454.79,7140.63,0.93,2019-03-24,40277.35,122823.66,166071.01,376785.69,,2970.0,New Orleans,Conventional,2019
58899.33,1898912.96,29939.68,1.27,2019-03-24,133589.35,528979.58,662572.96,2650324.93,,4.03,New York,Conventional,2019
316835.98,4910947.65,41451.03,1.23,2019-03-24,472314.8,1288178.14,1760747.54,7029982.2,,254.6,Northeast,Conventional,2019
12574.35,528433.9,376.98,1.19,2019-03-24,23173.42,31063.53,54321.39,595706.62,,84.44,Northern New England,Conventional,2019
255261.02,17017.71,4348.37,1.05,2019-03-24,152673.59,130012.9,282689.82,559316.92,,3.33,Orlando,Conventional,2019
42615.52,480170.26,3128.92,1.16,2019-03-24,50549.84,186624.17,237177.34,763092.04,,3.33,Philadelphia,Conventional,2019
736819.18,281673.35,21428.43,0.71,2019-03-24,304792.02,246661.17,551466.52,1591387.48,,13.33,Phoenix,Conventional,2019
53794.32,27347.42,2743.76,0.91,2019-03-24,53150.95,52913.82,106064.77,189950.27,,0.0,Pittsburgh,Conventional,2019
1002127.05,650473.25,31678.65,0.95,2019-03-24,136837.58,665073.45,816168.08,2500447.03,,14257.05,Plains,Conventional,2019
74986.58,363878.5,25967.65,1.0,2019-03-24,298645.47,84412.3,389778.09,854610.82,,6720.32,Portland,Conventional,2019
188704.52,65595.47,8479.85,1.0,2019-03-24,14778.26,148287.53,163082.46,425862.3,,16.67,Raleigh,Conventional,2019
87234.81,81232.92,2303.42,1.0,2019-03-24,36530.47,111016.6,147724.1,318495.25,,177.03,Richmond,Conventional,2019
69511.46,39944.92,316.79,0.94,2019-03-24,36671.41,68738.35,106639.76,216412.93,,1230.0,Roanoke,Conventional,2019
147638.65,295368.79,3095.78,1.1,2019-03-24,2768.96,82289.07,97915.8,544019.02,,12857.77,Sacramento,Conventional,2019
120817.06,173702.87,19630.83,1.08,2019-03-24,35252.22,230812.26,266076.39,580227.15,,11.91,San Diego,Conventional,2019
217086.31,695348.58,9894.33,1.1,2019-03-24,5196.48,114608.4,132148.67,1054477.89,,12343.79,San Francisco,Conventional,2019
106363.13,187769.9,1493.41,1.22,2019-03-24,249444.42,86739.89,341834.33,637460.77,,5650.02,Seattle,Conventional,2019
244807.3,46042.81,3238.07,1.07,2019-03-24,40097.6,142168.09,182652.35,476740.53,,386.66,South Carolina,Conventional,2019
3738556.1,877127.9,292123.42,0.75,2019-03-24,1112730.62,2115160.35,3252768.37,8160575.79,,24877.4,South Central,Conventional,2019
2552584.55,243301.32,24517.42,1.04,2019-03-24,1231395.18,1410090.3,2663936.79,5484340.08,,22451.31,Southeast,Conventional,2019
25113.12,30604.5,102.07,1.12,2019-03-24,41375.13,12484.82,56957.4,112777.09,,3097.45,Spokane,Conventional,2019
93923.75,10067.04,692.88,1.07,2019-03-24,44730.04,61860.3,106597.01,211280.68,,6.67,St. Louis,Conventional,2019
4815.82,68090.04,132.0,1.21,2019-03-24,19910.81,18802.16,38741.86,111779.72,,28.89,Syracuse,Conventional,2019
269664.61,20935.48,2664.63,1.05,2019-03-24,163998.91,141231.28,305233.52,598498.24,,3.33,Tampa,Conventional,2019
14147438.33,13174261.26,1014092.8,0.99,2019-03-24,6380776.16,11981189.57,18733012.81,47068805.2,,371047.08,Total U.S.,Conventional,2019
2368181.84,1986170.22,168011.16,0.94,2019-03-24,2322025.82,1283499.19,3652789.68,8175152.9,,47264.67,West,Conventional,2019
499997.8,100651.66,51778.01,0.81,2019-03-24,91509.74,219972.14,311501.88,963929.35,,20.0,West Tex/New Mexico,Conventional,2019
71.46,510.12,0.0,1.27,2019-03-24,5.42,4320.84,4326.26,4907.84,,0.0,Albany,Organic,2019
335.71,3889.94,0.0,1.11,2019-03-24,4109.89,22910.71,27020.6,31246.25,,0.0,Atlanta,Organic,2019
594.84,5129.53,9.99,1.38,2019-03-24,1700.94,38700.58,40401.52,46135.88,,0.0,Baltimore,Organic,2019
0.0,1473.21,0.0,1.52,2019-03-24,1352.29,1188.07,2540.36,4013.57,,0.0,Boise,Organic,2019
26.91,2295.59,0.0,1.37,2019-03-24,16510.69,15369.52,31880.21,34202.71,,0.0,Boston,Organic,2019
263.69,173.89,0.0,1.23,2019-03-24,7810.45,5852.69,13663.14,14100.72,,0.0,Buffalo,Organic,2019
52048.88,68994.64,0.0,1.58,2019-03-24,402.05,112088.21,112490.26,233533.78,,0.0,California,Organic,2019
151.66,5010.02,77.98,1.38,2019-03-24,102.89,12169.11,12272.0,17511.66,,0.0,Charlotte,Organic,2019
467.01,11470.16,0.0,1.52,2019-03-24,3.37,36913.33,36916.7,48853.87,,0.0,Chicago,Organic,2019
111.42,3040.06,0.0,1.15,2019-03-24,4222.64,2731.91,6954.55,10106.03,,0.0,Cincinnati,Organic,2019
380.14,1512.88,0.0,1.26,2019-03-24,3084.82,4714.59,7799.41,9692.43,,0.0,Columbus,Organic,2019
8451.06,2050.81,1385.41,1.27,2019-03-24,10440.0,15111.11,25551.11,37438.39,,0.0,Dallas,Organic,2019
6192.68,2080.11,4.63,1.19,2019-03-24,88.74,32586.93,32675.67,40953.09,,0.0,Denver,Organic,2019
485.86,3129.96,0.0,1.18,2019-03-24,549.79,7699.82,8249.61,11865.43,,0.0,Detroit,Organic,2019
44.55,1107.85,0.0,1.18,2019-03-24,0.0,10653.4,10653.4,11805.8,,0.0,Grand Rapids,Organic,2019
4898.87,29951.59,0.0,1.33,2019-03-24,17430.6,119852.59,137283.19,172190.2,,0.0,Great Lakes,Organic,2019
173.91,306.63,0.0,1.25,2019-03-24,425.07,18431.76,18856.83,19337.37,,0.0,Harrisburg,Organic,2019
185.42,5609.59,0.0,1.86,2019-03-24,164.24,7763.6,7927.84,13722.85,,0.0,Hartford,Organic,2019
8081.59,113.79,0.0,1.46,2019-03-24,80.0,22489.81,22569.81,30765.19,,0.0,Houston,Organic,2019
290.14,1112.41,0.0,1.25,2019-03-24,1338.16,3323.98,4662.14,6064.69,,0.0,Indianapolis,Organic,2019
87.97,185.26,0.0,1.22,2019-03-24,0.0,3296.67,3296.67,3569.9,,0.0,Jacksonville,Organic,2019
1442.36,2335.95,0.0,1.54,2019-03-24,38.76,8949.21,8987.97,12766.28,,0.0,Las Vegas,Organic,2019
18174.24,24543.1,0.0,1.47,2019-03-24,373.13,62289.27,62662.4,105379.74,,0.0,Los Angeles,Organic,2019
4.0,974.87,0.0,1.38,2019-03-24,387.93,1653.71,2041.64,3020.51,,0.0,Louisville,Organic,2019
1094.78,11.34,0.0,1.15,2019-03-24,0.0,9896.67,9896.67,11002.79,,0.0,Miami,Organic,2019
1782.8,37128.84,223.2,1.44,2019-03-24,11315.28,124255.6,135570.88,174705.72,,0.0,Midsouth,Organic,2019
170.93,1386.25,0.0,1.24,2019-03-24,1194.92,4195.09,5390.01,6947.19,,0.0,Nashville,Organic,2019
488.46,6.74,0.0,1.24,2019-03-24,16.67,1087.79,1104.46,1599.66,,0.0,New Orleans,Organic,2019
18003.16,14765.95,467.68,1.76,2019-03-24,2338.4,52068.39,54406.79,87643.58,,0.0,New York,Organic,2019
23825.7,34471.32,404.82,1.47,2019-03-24,42320.99,186731.0,229051.99,287753.83,,0.0,Northeast,Organic,2019
4.0,5451.41,0.0,1.16,2019-03-24,6601.2,29384.57,35985.77,41441.18,,0.0,Northern New England,Organic,2019
95.63,0.0,0.0,1.17,2019-03-24,0.0,8493.33,8493.33,8588.96,,0.0,Orlando,Organic,2019
2741.28,3105.28,0.0,1.42,2019-03-24,604.75,23883.96,24488.71,30335.27,,0.0,Philadelphia,Organic,2019
2494.54,4489.89,0.0,1.46,2019-03-24,266.66,13592.09,13858.75,20843.18,,0.0,Phoenix,Organic,2019
1167.02,5.28,0.0,1.42,2019-03-24,0.0,8784.02,8784.02,9956.32,,0.0,Pittsburgh,Organic,2019
12433.47,9510.4,8192.64,1.2,2019-03-24,8219.13,45096.65,53315.78,83452.29,,0.0,Plains,Organic,2019
638.32,14142.9,0.0,1.37,2019-03-24,30976.81,1538.58,32515.39,47296.61,,0.0,Portland,Organic,2019
138.35,5428.3,43.7,1.71,2019-03-24,675.55,11912.79,12588.34,18198.69,,0.0,Raleigh,Organic,2019
77.51,3006.3,23.82,1.46,2019-03-24,1636.35,10952.76,12589.11,15696.74,,0.0,Richmond,Organic,2019
18.6,1469.56,0.0,1.38,2019-03-24,1578.79,5464.12,7042.91,8531.07,,0.0,Roanoke,Organic,2019
7020.04,7153.47,0.0,1.44,2019-03-24,0.0,4464.27,4464.27,18637.78,,0.0,Sacramento,Organic,2019
2988.62,9160.91,0.0,1.59,2019-03-24,26.24,7534.86,7561.1,19710.63,,0.0,San Diego,Organic,2019
13013.87,9938.97,0.0,1.88,2019-03-24,0.0,17807.44,17807.44,40760.28,,0.0,San Francisco,Organic,2019
1081.19,33200.93,0.0,1.23,2019-03-24,77238.98,16105.55,93360.63,127642.75,,16.1,Seattle,Organic,2019
255.95,4336.57,37.22,1.29,2019-03-24,1710.13,16733.06,18443.19,23072.93,,0.0,South Carolina,Organic,2019
32278.95,14287.51,15013.85,1.31,2019-03-24,27144.45,91476.84,118621.29,180201.6,,0.0,South Central,Organic,2019
2651.23,13042.5,43.08,1.17,2019-03-24,8160.76,97313.93,105474.69,121211.5,,0.0,Southeast,Organic,2019
115.45,2032.35,0.0,1.69,2019-03-24,2313.83,601.1,2914.93,5062.73,,0.0,Spokane,Organic,2019
7013.4,2120.39,0.0,1.65,2019-03-24,2475.2,2263.33,4738.53,13872.32,,0.0,St. Louis,Organic,2019
